Advertising_Spend,Competitor_Price,Demand_Index,Price
2498.16047538945,53.14291856867342,6.77828481538859,1266.9217909544193
4802.857225639665,113.64104112637804,1.7572596849554394,2387.5928181138006
3927.9757672456203,81.43559810763267,2.454658426851524,1975.18624149085
3394.6339367881465,100.85706911647029,9.086987696743714,1708.4034181642096
1624.0745617697462,140.7566473926093,6.457861536936309,792.6002968076749
1623.9780813448106,74.92922291488749,1.0827734645496667,812.6080923008856
1232.3344486727979,91.03829230356297,1.913243885794289,609.3732920930767
4464.704583099741,125.55511385430486,6.971515921972502,2232.890955911505
3404.4600469728352,72.87981654916224,1.0455542546159682,1698.4945833387371
3832.290311184182,57.6979909828793,2.4472724627574878,1923.1566210154076
1082.33797718321,78.9751452913768,5.938604104299275,551.8785896076927
4879.639408647978,66.12212872540044,7.227056779234239,2458.7659552356877
4329.770563201687,142.9697652342573,6.867651335523405,2149.728172666334
1849.3564427131046,130.8120379564417,3.018423785145038,909.798951360705
1727.2998688284024,113.34037565104234,7.409612992127823,862.0923211473395
1733.6180394137352,137.14605901877178,3.135241787471201,848.66903941331
2216.968971838151,130.36720768991145,3.9285972834334095,1106.0587893803743
3099.0257265289515,68.65700588860358,7.718422646062217,1566.377515344824
2727.780074568463,139.25589984899779,6.846696091424932,1349.502239740707
2164.9165607921677,103.93422419156508,8.6430106944476,1093.1533442627835
3447.411578889518,130.74401551640625,6.91851603070309,1728.9303978363066
1557.9754426081672,139.60912999234932,6.114777430019244,774.496863469173
2168.5785941408726,81.80034749718638,1.8430729104528323,1075.838488812416
2465.4473731747667,61.00519245276767,4.309442227534902,1240.6198429422916
2824.2799368681435,72.79351625419417,3.386821309135529,1423.4101119220177
4140.703845572054,92.71077886262563,3.195906790411752,2065.3921553799687
1798.6951286334388,131.80147659224932,9.75709499277201,901.5404084653197
3056.9377536544466,136.07305832563435,4.537879522000844,1520.5958886406813
3369.6582754481697,50.69521305311907,9.02841899659402,1703.0427594434468
1185.8016508799908,101.07473025775657,6.680247633975366,595.6412748503101
3430.1794076057536,91.7411003148779,8.153301731874835,1707.6676404718178
1682.0964947491661,72.21078104707303,5.523733837946729,845.3105425296832
1260.206371941118,61.98653673336828,6.192134961637232,642.6286541168572
4795.542149013333,83.7615171403628,5.432659244369775,2397.2690219434726
4862.528132298237,144.2909703912519,2.7571868901824006,2421.653205331766
4233.589392465845,82.32029320207553,7.502069037353548,2119.9520394572037
2218.4550766934826,101.87906217433661,3.526951261967702,1103.5174997848908
1390.6884560255355,120.30189588951778,1.2188436978830846,682.345049528109
3736.9321060486277,86.3629602379294,6.80925066316451,1883.3820327245946
2760.6099749584055,147.17820827209607,2.5939961146634403,1354.1602064710037
1488.1529393791152,146.24472949421113,9.464127259176228,744.9471241204216
2980.707640445081,75.17822958253642,9.585357193023286,1507.022231038924
1137.5540844608736,99.72485058923854,9.233779511984036,572.4196028223936
4637.281608315128,80.08783098167697,4.331428302298999,2325.5878288389754
2035.1199264000677,78.48404943774676,1.1391095487598069,1017.2882659440968
3650.089137415928,53.68869473545328,9.354867063289529,1844.646610028113
2246.8443043576435,110.95643339798968,4.8536573348558285,1120.1915472540866
3080.272084711243,100.26790232288616,9.699893371393026,1547.528890417233
3186.841117373119,55.14787512499893,9.672579793803276,1616.7889424629225
1739.4178221021082,77.86464642366114,8.677085099206241,887.0143406949734
4878.338511058235,140.82658859666537,3.6500400286262713,2432.1514430880975
4100.531293444458,73.95618906669725,4.465879557417328,2050.8214716229204
4757.995766256756,64.4894872091223,8.660230043651712,2407.6366639262255
4579.309401710596,98.94527602775631,3.852298046406499,2277.9152751421716
3391.5999152443405,148.56504541106005,2.5254347201748324,1675.5223879640241
4687.496940092467,74.20552715115004,6.0112113621251515,2356.450820657562
1353.970008207678,117.21355474058785,9.425392967447028,682.0766829552318
1783.9314496765808,126.16196153287176,7.264268170074757,885.5321751194755
1180.9091556421522,73.76375439923997,6.1305505308042845,599.5459413111263
2301.3213230530573,122.82163486118596,1.8745884439369167,1135.0983432827527
2554.709158757928,86.77831327192533,6.535065040292528,1281.4443916932505
2085.3961270955833,113.23058305935794,9.91048465093837,1052.7978684169661
4314.950036607717,113.35297107608946,2.260756137128716,2149.7757166851147
2427.0133067743573,103.57746840747585,5.664966871273631,1210.2987986311798
2123.738038749523,59.02897700544083,8.8963576473516,1086.4510409449988
3170.784332632994,133.5302495589238,7.66691755978784,1582.2034241727788
1563.6968998990505,82.07800649717359,7.273141668957412,795.8356419324829
4208.787923016159,68.65185103998542,7.322356755883983,2121.5912639174694
1298.2025747190833,54.07751415547639,4.2354203609777965,657.203898780244
4947.54774640207,109.08929431882419,3.64232659838044,2465.5308329011636
4088.9790771866296,117.75643618422824,8.284250399306622,2049.467576562276
1794.8627261366896,51.65878289278562,8.291020552112627,921.5676206319017
1022.0884684944097,101.2093058299281,8.803650867220934,518.1842362628475
4261.845713819337,72.6495775197938,9.219164973008242,2148.1529505162907
3827.4293753904685,114.51727904094498,5.60208158974844,1916.95199164139
3916.028672163949,67.43664290049915,5.513646652184796,1965.8527795720152
4085.081386743783,119.09377381024659,8.184656610700976,2045.9173613560695
1296.1786069363616,88.67353463005374,6.849675376999887,654.1756305709948
2433.8629141770907,143.67299887367346,7.31770189531933,1207.3765552009459
1463.476238100519,63.75209441459933,8.16213402492491,754.4306430356654
4452.413703502374,84.10663510502584,9.010048076358096,2243.122039117336
3493.1925073102316,61.34735212405891,4.041956411663822,1760.3435090212288
2323.592099410597,142.4693618278563,4.380246573759496,1154.3431283402322
1254.2334011440946,137.7339353380981,1.845837458567821,609.5932140959172
2243.929286862649,75.79416277151556,6.204521268965566,1135.0452019942757
2300.733288106988,115.99840460341791,1.3234804641706788,1136.6627498178425
3918.4247133522563,131.7222200201216,5.190382163192141,1951.6972867589182
3550.2298854208525,105.52008115994623,5.883801712368189,1774.5758065153402
4548.850970305306,102.96505783560065,3.5788712691545594,2271.1786901652454
2888.859700647797,74.18522909004517,6.317499345121097,1457.7850654143117
1478.3769837532068,59.31027678058992,1.2745022494514449,739.853309925162
3852.97914889198,139.72157579533268,1.3361336987429298,1917.7073054833033
4043.14019446759,140.04180571633304,8.403405045936925,2011.3342787032702
3245.108790277985,113.31014572732678,4.241715772701366,1610.9738399022585
4083.868719818244,83.90297910487007,2.143544613866963,2046.841109772895
2975.182385457563,84.92095746126608,5.700189340493239,1497.4735976412028
3090.9313175279763,122.59556788702393,7.9299419778874976,1547.6674714389167
2710.1640734341986,139.71102599525773,2.9423892474715885,1342.1952349597866
1101.6765069763808,138.70864242651174,6.606014282371002,542.3764554607443
1431.5657079732177,127.98755458576238,1.768127184943912,696.4365701233388
